0,1,2,3,4,5,6,7,8,9,10
12/3/19,0,0,1,1,1,1,0,1,0,1
12/3/19,1,0,1,1,1,1,0,1,0,1
12/3/19,1,0,1,1,1,1,0,1,0,1
12/3/19,1,0,1,1,1,1,0,1,0,1
12/3/19,1,0,1,1,1,1,0,1,0,1
12/3/19,1,0,1,1,1,1,0,1,0,1
12/3/19,1,0,1,1,1,1,0,1,0,1
12/3/19,1,0,1,1,1,1,0,1,0,1
